longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-118.18,33.77,41.0,2048.0,601.0,852.0,533.0,2.5726,199513.0,NEAR OCEAN
-118.18,33.77,49.0,2297.0,759.0,1105.0,629.0,1.8388,170402.0,NEAR OCEAN
-118.16,33.77,49.0,3382.0,787.0,1314.0,756.0,3.8125,357405.03,NEAR OCEAN
-118.17,33.74,36.0,2006.0,453.0,807.0,426.0,3.7838,331644.11,NEAR OCEAN
-118.16,33.77,30.0,4439.0,1105.0,1749.0,1011.0,3.8984,305782.01,NEAR OCEAN
-118.15,33.77,39.0,2428.0,634.0,1312.0,612.0,2.7212,235640.0,NEAR OCEAN
-118.16,33.77,30.0,2800.0,757.0,1292.0,742.0,2.7614,249282.0,NEAR OCEAN
-118.16,33.77,38.0,3235.0,769.0,1284.0,752.0,2.9384,258938.01,NEAR OCEAN
-118.16,33.77,29.0,3078.0,786.0,1460.0,736.0,2.875,218990.0,NEAR OCEAN
-118.17,33.77,25.0,4405.0,1262.0,2178.0,1090.0,3.0503,206988.01,NEAR OCEAN
-118.16,33.78,15.0,4798.0,1374.0,3087.0,1212.0,2.127,147442.0,NEAR OCEAN
-118.16,33.78,39.0,4075.0,1085.0,2470.0,1025.0,2.3317,186718.0,NEAR OCEAN
-118.16,33.78,52.0,3248.0,853.0,1819.0,815.0,3.1739,245570.0,NEAR OCEAN
-118.16,33.78,29.0,3684.0,1301.0,3891.0,1143.0,1.6955,172038.0,NEAR OCEAN
-118.15,33.78,13.0,3056.0,861.0,1600.0,824.0,3.3003,215906.0,NEAR OCEAN
-118.15,33.78,12.0,4436.0,1133.0,2176.0,1002.0,3.5812,219546.0,NEAR OCEAN
-118.15,33.78,35.0,2768.0,752.0,1277.0,651.0,3.6193,288445.08,NEAR OCEAN
-118.14,33.78,42.0,1898.0,488.0,940.0,483.0,3.4107,306065.07,NEAR OCEAN
-118.13,33.78,45.0,1016.0,172.0,361.0,163.0,7.5,427284.11,NEAR OCEAN
-118.14,33.77,49.0,2792.0,690.0,1301.0,648.0,3.2917,311785.0,NEAR OCEAN
-118.14,33.77,51.0,2812.0,621.0,1171.0,566.0,3.875,346159.01,NEAR OCEAN
-118.15,33.77,52.0,2204.0,498.0,899.0,445.0,4.1765,366989.05,NEAR OCEAN
-118.15,33.77,41.0,3448.0,896.0,1621.0,838.0,4.5,351053.03,NEAR OCEAN
-118.15,33.77,27.0,3043.0,787.0,1398.0,747.0,3.5528,265347.0,NEAR OCEAN
-118.14,33.76,37.0,3242.0,698.0,1080.0,629.0,3.901,439216.15,NEAR OCEAN
-118.16,33.72,29.0,2743.0,708.0,1059.0,651.0,3.625,446533.15,NEAR OCEAN
-118.15,33.76,36.0,2916.0,785.0,1183.0,749.0,3.5985,449375.67,NEAR OCEAN
-118.15,33.77,36.0,4366.0,1211.0,1912.0,1172.0,3.5292,340916.03,NEAR OCEAN
-118.13,33.76,52.0,2216.0,526.0,940.0,530.0,4.5469,387378.03,NEAR OCEAN
-118.13,33.76,44.0,1543.0,463.0,652.0,406.0,4.25,424304.04,NEAR OCEAN
-118.14,33.75,39.0,1995.0,634.0,867.0,567.0,4.0795,401422.1,NEAR OCEAN
-118.14,33.76,52.0,2677.0,642.0,1144.0,624.0,4.3889,369705.0,NEAR OCEAN
-118.14,33.76,50.0,2960.0,761.0,1179.0,718.0,3.5214,393679.09,NEAR OCEAN
-118.14,33.76,44.0,1633.0,536.0,741.0,513.0,3.385,402399.06,NEAR OCEAN
-118.14,33.77,52.0,2208.0,409.0,791.0,408.0,5.8408,457809.03,NEAR OCEAN
-118.14,33.76,50.0,914.0,167.0,322.0,165.0,4.7361,296406.06,NEAR OCEAN
-118.13,33.76,46.0,2834.0,673.0,1175.0,670.0,4.7875,373502.02,NEAR OCEAN
-118.13,33.76,44.0,2532.0,621.0,961.0,550.0,3.9352,403711.03,NEAR OCEAN
-118.12,33.76,43.0,3070.0,668.0,1240.0,646.0,3.7813,427098.03,NEAR OCEAN
-118.12,33.75,47.0,3330.0,569.0,1220.0,557.0,7.3672,491659.8,NEAR OCEAN
-118.12,33.76,45.0,3035.0,516.0,1127.0,527.0,7.0796,483674.8,NEAR OCEAN
-118.12,33.75,41.0,2072.0,491.0,742.0,414.0,3.9934,455534.63,NEAR OCEAN
-118.14,33.71,36.0,2484.0,525.0,792.0,446.0,5.1815,465088.72,NEAR OCEAN
-118.1,33.76,15.0,4690.0,1002.0,1879.0,974.0,5.6051,294350.04,NEAR OCEAN
-118.11,33.77,15.0,9103.0,1847.0,3333.0,1712.0,5.1508,355395.05,NEAR OCEAN
-118.12,33.77,20.0,4534.0,954.0,1941.0,892.0,6.0362,415406.07,NEAR OCEAN
-118.12,33.77,10.0,7264.0,1137.0,2528.0,1057.0,10.2233,492468.76,NEAR OCEAN
-118.13,33.77,52.0,3697.0,691.0,1436.0,671.0,4.6852,333817.01,NEAR OCEAN
-118.13,33.77,37.0,4365.0,926.0,1661.0,868.0,5.3046,353680.03,NEAR OCEAN
-118.32,33.35,27.0,1675.0,521.0,744.0,331.0,2.1579,362809.0,ISLAND
-118.33,33.34,52.0,2359.0,591.0,1100.0,431.0,2.8333,380767.0,ISLAND
-118.32,33.33,52.0,2127.0,512.0,733.0,288.0,3.3906,303293.01,ISLAND
-118.32,33.34,52.0,996.0,264.0,341.0,160.0,2.7361,388754.03,ISLAND
-118.48,33.43,29.0,716.0,214.0,422.0,173.0,2.6042,319052.11,ISLAND
-118.29,33.96,32.0,3508.0,917.0,2794.0,839.0,1.554,107789.0,<1H OCEAN
-118.3,33.95,36.0,1786.0,418.0,1367.0,393.0,1.5078,101069.0,<1H OCEAN
-118.29,33.95,31.0,2839.0,792.0,2390.0,729.0,2.0,111681.0,<1H OCEAN
-118.3,33.95,41.0,2057.0,550.0,1805.0,506.0,1.2455,102693.0,<1H OCEAN
-118.3,33.95,27.0,1774.0,444.0,1622.0,402.0,2.2031,118757.0,<1H OCEAN
-118.3,33.95,35.0,1182.0,305.0,977.0,283.0,1.5898,101188.0,<1H OCEAN
-118.29,33.94,38.0,2407.0,630.0,1774.0,562.0,1.5615,111469.0,<1H OCEAN
-118.3,33.94,36.0,3504.0,862.0,2521.0,836.0,2.5679,134923.0,<1H OCEAN
-118.3,33.94,36.0,2041.0,531.0,1390.0,464.0,2.0114,106060.0,<1H OCEAN
-118.29,33.94,32.0,2701.0,708.0,1880.0,590.0,1.6716,119516.0,<1H OCEAN
-118.29,33.93,32.0,1815.0,488.0,1715.0,475.0,1.7244,109250.0,<1H OCEAN
-118.3,33.93,35.0,1300.0,356.0,1216.0,326.0,1.2,104994.0,<1H OCEAN
-118.3,33.93,36.0,2196.0,633.0,2017.0,583.0,1.3962,114104.0,<1H OCEAN
-118.3,33.93,40.0,2434.0,477.0,1646.0,453.0,3.2024,138550.0,<1H OCEAN
-118.31,33.93,37.0,1282.0,244.0,852.0,249.0,4.2917,165389.0,<1H OCEAN
-118.31,33.94,44.0,1854.0,367.0,976.0,335.0,3.6583,150066.0,<1H OCEAN
-118.31,33.94,40.0,1917.0,438.0,1021.0,383.0,2.2448,157575.0,<1H OCEAN
-118.31,33.94,40.0,1323.0,243.0,684.0,229.0,3.2206,143917.0,<1H OCEAN
-118.31,33.94,40.0,1550.0,,798.0,270.0,3.775,156986.0,<1H OCEAN
-118.31,33.93,42.0,1173.0,201.0,602.0,186.0,5.5787,176022.0,<1H OCEAN
-118.31,33.93,43.0,1834.0,292.0,997.0,295.0,4.9464,163533.0,<1H OCEAN
-118.32,33.94,37.0,2740.0,504.0,1468.0,479.0,4.5368,195030.0,<1H OCEAN
-118.32,33.93,37.0,2379.0,462.0,1327.0,445.0,4.25,180728.0,<1H OCEAN
-118.33,33.93,37.0,1831.0,356.0,925.0,338.0,4.4091,165543.0,<1H OCEAN
-118.33,33.93,38.0,694.0,112.0,412.0,119.0,6.0718,321185.07,<1H OCEAN
-118.34,33.93,35.0,1213.0,284.0,742.0,253.0,4.0625,167135.0,<1H OCEAN
-118.32,33.94,37.0,1487.0,296.0,863.0,291.0,3.1563,173055.0,<1H OCEAN
-118.32,33.94,38.0,1067.0,170.0,499.0,169.0,4.6389,186559.0,<1H OCEAN
-118.32,33.94,36.0,1722.0,280.0,830.0,261.0,4.0536,167517.0,<1H OCEAN
-118.32,33.94,36.0,1153.0,224.0,639.0,226.0,4.0,175598.0,<1H OCEAN
-118.33,33.94,31.0,3757.0,1102.0,3288.0,964.0,1.9309,140404.0,<1H OCEAN
-118.32,33.96,47.0,1453.0,247.0,721.0,276.0,5.5176,212278.0,<1H OCEAN
-118.32,33.95,43.0,3819.0,708.0,1505.0,712.0,3.1719,184803.0,<1H OCEAN
-118.33,33.96,24.0,6513.0,1290.0,2636.0,1271.0,4.2099,192615.0,<1H OCEAN
-118.32,33.95,44.0,2023.0,325.0,992.0,326.0,4.6667,173422.0,<1H OCEAN
-118.32,33.95,44.0,2131.0,360.0,1040.0,330.0,5.0912,195442.0,<1H OCEAN
-118.34,33.95,33.0,1923.0,459.0,1412.0,361.0,5.4359,216646.01,<1H OCEAN
-118.32,33.97,52.0,1590.0,302.0,844.0,295.0,2.7139,151548.0,<1H OCEAN
-118.32,33.96,47.0,1885.0,361.0,954.0,357.0,3.8512,177383.0,<1H OCEAN
-118.32,33.96,47.0,1297.0,292.0,704.0,264.0,3.3214,161334.0,<1H OCEAN
-118.32,33.97,46.0,1504.0,270.0,814.0,306.0,4.3919,163729.0,<1H OCEAN
-118.34,33.97,45.0,2230.0,364.0,949.0,344.0,5.5,213022.0,<1H OCEAN
-118.33,33.96,42.0,1686.0,361.0,737.0,319.0,2.3,192715.01,<1H OCEAN
-118.33,33.96,42.0,2084.0,517.0,1062.0,451.0,2.0057,180203.0,<1H OCEAN
-118.35,33.97,33.0,1495.0,474.0,1272.0,447.0,2.0694,148163.0,<1H OCEAN
-118.35,33.97,25.0,1864.0,616.0,1710.0,575.0,2.2303,162251.0,<1H OCEAN
-118.35,33.97,26.0,1725.0,431.0,1130.0,404.0,3.2708,152131.0,<1H OCEAN
-118.35,33.97,26.0,3832.0,1074.0,2340.0,904.0,2.6734,151252.0,<1H OCEAN
-118.35,33.98,33.0,1884.0,477.0,1518.0,449.0,3.1194,164168.0,<1H OCEAN
-118.35,33.98,42.0,3081.0,680.0,1785.0,609.0,3.745,187429.0,<1H OCEAN
-118.34,33.98,47.0,2649.0,684.0,2374.0,607.0,2.3882,142890.0,<1H OCEAN
-118.34,33.98,40.0,2108.0,526.0,1922.0,544.0,3.163,150456.0,<1H OCEAN
-118.34,33.98,45.0,1298.0,294.0,1064.0,268.0,3.7067,145270.0,<1H OCEAN
-118.35,33.97,30.0,1548.0,330.0,757.0,349.0,3.8056,276955.0,<1H OCEAN
-118.35,33.96,21.0,2714.0,881.0,1549.0,853.0,1.2094,158909.0,<1H OCEAN
-118.35,33.96,26.0,2773.0,681.0,1560.0,631.0,3.1354,170210.0,<1H OCEAN
-118.35,33.95,28.0,4770.0,1328.0,3201.0,1196.0,2.681,150273.0,<1H OCEAN
-118.34,33.95,25.0,3762.0,1281.0,4015.0,1178.0,2.1587,151260.0,<1H OCEAN
-118.35,33.95,30.0,2661.0,765.0,2324.0,724.0,3.0519,147616.0,<1H OCEAN
-118.35,33.95,42.0,1779.0,431.0,1507.0,380.0,2.8892,160490.0,<1H OCEAN
-118.35,33.95,45.0,1076.0,213.0,781.0,238.0,3.95,176512.0,<1H OCEAN
-118.36,33.95,42.0,1116.0,303.0,1082.0,299.0,3.7237,169200.0,<1H OCEAN
-118.36,33.96,21.0,1802.0,556.0,1286.0,557.0,2.7284,157817.0,<1H OCEAN
-118.36,33.96,25.0,1849.0,518.0,1498.0,451.0,2.8378,171663.0,<1H OCEAN
-118.36,33.96,26.0,3543.0,,2742.0,951.0,2.5504,180841.0,<1H OCEAN
-118.36,33.95,26.0,3231.0,1089.0,3193.0,1020.0,2.6535,173751.01,<1H OCEAN
-118.36,33.98,45.0,1559.0,305.0,891.0,341.0,4.4038,242734.0,<1H OCEAN
-118.36,33.98,46.0,1425.0,283.0,782.0,273.0,5.057,245600.0,<1H OCEAN
-118.36,33.98,39.0,813.0,185.0,344.0,154.0,3.5833,218746.0,<1H OCEAN
-118.37,33.97,26.0,6672.0,1729.0,3333.0,1557.0,2.9646,184118.01,<1H OCEAN
-118.36,33.97,18.0,1284.0,283.0,990.0,289.0,4.0179,198258.0,<1H OCEAN
-118.37,33.97,21.0,3616.0,1060.0,2515.0,945.0,2.7464,159017.0,<1H OCEAN
-118.36,33.98,29.0,2861.0,816.0,1715.0,775.0,2.7712,169078.0,<1H OCEAN
-118.36,33.97,19.0,4651.0,1281.0,2917.0,1121.0,2.6823,152243.0,<1H OCEAN
-118.36,33.96,17.0,3431.0,934.0,2365.0,810.0,3.0393,143009.0,<1H OCEAN
-118.36,33.96,37.0,2146.0,573.0,2009.0,592.0,3.6583,179567.0,<1H OCEAN
-118.37,33.96,26.0,138.0,23.0,100.0,20.0,4.875,303395.08,<1H OCEAN
-118.37,33.95,35.0,924.0,349.0,1376.0,358.0,2.2297,226974.0,<1H OCEAN
-118.36,33.95,42.0,1139.0,302.0,1283.0,306.0,4.1635,173818.0,<1H OCEAN
-118.36,33.95,42.0,2532.0,627.0,2038.0,591.0,2.875,176163.0,<1H OCEAN
-118.37,33.95,32.0,1067.0,286.0,1053.0,277.0,2.8438,183489.0,<1H OCEAN
-118.37,33.95,52.0,836.0,175.0,747.0,166.0,4.125,207354.0,<1H OCEAN
-118.36,33.94,39.0,1390.0,410.0,1666.0,371.0,3.3056,158889.0,<1H OCEAN
-118.36,33.94,38.0,2169.0,688.0,3036.0,639.0,2.3125,167719.0,<1H OCEAN
-118.37,33.94,29.0,2265.0,813.0,3425.0,781.0,2.3675,164597.0,<1H OCEAN
-118.36,33.93,30.0,1132.0,347.0,1433.0,341.0,2.68,185824.0,<1H OCEAN
-118.36,33.93,40.0,1625.0,500.0,2036.0,476.0,2.6298,163106.0,<1H OCEAN
-118.36,33.94,33.0,939.0,284.0,1309.0,250.0,3.4063,154871.0,<1H OCEAN
-118.34,33.93,36.0,1528.0,486.0,1824.0,470.0,2.2679,155342.0,<1H OCEAN
-118.35,33.93,35.0,1050.0,252.0,918.0,236.0,1.7344,153752.0,<1H OCEAN
-118.35,33.93,34.0,617.0,189.0,810.0,180.0,1.9766,161167.0,<1H OCEAN
-118.35,33.93,33.0,2040.0,576.0,2649.0,561.0,2.3375,169668.0,<1H OCEAN
-118.35,33.94,35.0,1451.0,435.0,1888.0,420.0,2.8462,162592.0,<1H OCEAN
-118.35,33.94,38.0,1794.0,508.0,2188.0,454.0,2.6654,146565.0,<1H OCEAN
-118.35,33.94,36.0,2225.0,601.0,2755.0,610.0,2.5547,155718.0,<1H OCEAN
-118.35,33.94,42.0,1028.0,278.0,1369.0,261.0,3.3125,149146.0,<1H OCEAN
-118.34,33.94,37.0,3107.0,903.0,3456.0,734.0,2.182,159825.0,<1H OCEAN
-118.34,33.94,36.0,2796.0,1041.0,4033.0,944.0,2.4886,159384.0,<1H OCEAN
-118.33,33.93,37.0,4916.0,1134.0,3533.0,1035.0,3.2862,167738.0,<1H OCEAN
-118.34,33.93,33.0,4294.0,1224.0,4512.0,1189.0,2.8304,176488.0,<1H OCEAN
-118.34,33.93,32.0,1254.0,399.0,1281.0,386.0,2.2976,168424.0,<1H OCEAN
-118.34,33.93,37.0,1638.0,407.0,1341.0,369.0,3.0677,165624.0,<1H OCEAN
-118.35,33.93,26.0,3156.0,857.0,2394.0,787.0,3.01,190299.0,<1H OCEAN
-118.35,33.93,31.0,2746.0,697.0,1973.0,598.0,3.5139,193925.0,<1H OCEAN
-118.35,33.93,25.0,2260.0,692.0,1603.0,673.0,2.11,169318.0,<1H OCEAN
-118.36,33.93,27.0,4445.0,1231.0,3340.0,1113.0,3.1656,200765.0,<1H OCEAN
-118.34,33.92,29.0,1475.0,349.0,965.0,370.0,3.3558,197362.0,<1H OCEAN
-118.35,33.92,24.0,2728.0,845.0,2023.0,773.0,2.75,232331.0,<1H OCEAN
-118.35,33.92,29.0,736.0,232.0,584.0,231.0,3.6167,206560.0,<1H OCEAN
-118.36,33.92,26.0,3695.0,1144.0,2308.0,1009.0,2.6667,223040.0,<1H OCEAN
-118.36,33.92,46.0,1231.0,231.0,793.0,256.0,4.1023,208655.0,<1H OCEAN
-118.36,33.92,19.0,2807.0,883.0,1546.0,815.0,2.6375,229390.0,<1H OCEAN
-118.36,33.93,19.0,3103.0,918.0,2033.0,738.0,2.6961,206015.0,<1H OCEAN
-118.37,33.93,10.0,199.0,41.0,61.0,56.0,2.8958,249613.03,<1H OCEAN
-118.37,33.92,44.0,938.0,181.0,502.0,171.0,4.4722,253990.0,<1H OCEAN
-118.37,33.92,36.0,1075.0,197.0,509.0,197.0,4.9688,254973.0,<1H OCEAN
-118.37,33.92,40.0,928.0,187.0,521.0,185.0,5.5255,255817.0,<1H OCEAN
-118.37,33.92,39.0,1073.0,206.0,556.0,204.0,4.8611,247326.0,<1H OCEAN
-118.37,33.93,46.0,1130.0,201.0,503.0,196.0,4.4861,254159.0,<1H OCEAN
-118.37,33.93,46.0,442.0,88.0,255.0,94.0,4.4474,257663.0,<1H OCEAN
-118.36,33.93,44.0,520.0,116.0,392.0,106.0,3.0132,209045.0,<1H OCEAN
-118.36,33.91,41.0,2048.0,439.0,1191.0,429.0,3.8,226937.0,<1H OCEAN
-118.36,33.91,42.0,1949.0,422.0,1184.0,423.0,4.3333,226898.0,<1H OCEAN
-118.36,33.9,42.0,1935.0,388.0,1136.0,379.0,4.74,231021.0,<1H OCEAN
-118.36,33.9,40.0,1271.0,276.0,725.0,234.0,5.0452,248987.0,<1H OCEAN
-118.37,33.91,41.0,1869.0,427.0,1334.0,435.0,3.9355,238134.0,<1H OCEAN
-118.37,33.91,35.0,1742.0,283.0,812.0,282.0,5.6704,321896.02,<1H OCEAN
-118.37,33.9,35.0,1651.0,269.0,707.0,252.0,5.6482,332887.03,<1H OCEAN
-118.37,33.9,32.0,332.0,103.0,177.0,102.0,3.3409,244943.01,<1H OCEAN
-118.38,33.91,36.0,2904.0,515.0,1463.0,534.0,5.8374,312707.0,<1H OCEAN
-118.35,33.91,19.0,1949.0,559.0,1282.0,498.0,2.7813,230377.0,<1H OCEAN
-118.35,33.91,31.0,2583.0,663.0,1675.0,612.0,3.5234,250164.0,<1H OCEAN
-118.35,33.91,28.0,2108.0,534.0,1485.0,536.0,4.0775,242734.0,<1H OCEAN
-118.35,33.91,26.0,2159.0,523.0,1331.0,520.0,3.87,252791.0,<1H OCEAN
-118.35,33.91,25.0,1884.0,554.0,1337.0,549.0,2.8512,250276.0,<1H OCEAN
-118.35,33.9,25.0,3309.0,902.0,2299.0,837.0,3.0417,228059.0,<1H OCEAN
-118.35,33.91,32.0,1660.0,366.0,928.0,398.0,4.3187,234219.0,<1H OCEAN
-118.35,33.91,29.0,2461.0,535.0,1236.0,482.0,4.8409,251866.0,<1H OCEAN
-118.35,33.91,34.0,2055.0,448.0,1134.0,408.0,3.825,232126.0,<1H OCEAN
-118.36,33.91,36.0,2064.0,474.0,1366.0,421.0,4.1,236837.0,<1H OCEAN
-118.35,33.9,32.0,1056.0,225.0,565.0,231.0,3.9485,231345.0,<1H OCEAN
-118.36,33.9,39.0,1166.0,222.0,640.0,206.0,3.5313,229075.0,<1H OCEAN
-118.33,33.92,23.0,969.0,288.0,670.0,251.0,3.267,188889.0,<1H OCEAN
-118.33,33.91,39.0,1224.0,312.0,1106.0,333.0,3.3491,187031.0,<1H OCEAN
-118.34,33.91,17.0,3724.0,1023.0,2536.0,971.0,3.2649,207357.0,<1H OCEAN
-118.33,33.91,35.0,1092.0,302.0,962.0,297.0,3.5903,191711.0,<1H OCEAN
-118.34,33.91,8.0,3937.0,1404.0,2691.0,1142.0,2.4741,189043.0,<1H OCEAN
-118.34,33.92,6.0,1047.0,271.0,740.0,248.0,3.425,193764.0,<1H OCEAN
-118.34,33.91,12.0,9975.0,3638.0,7429.0,3405.0,2.6689,195444.0,<1H OCEAN
-118.33,33.91,8.0,10731.0,3335.0,7211.0,3028.0,2.455,187827.0,<1H OCEAN
-118.31,33.91,31.0,1415.0,339.0,874.0,289.0,3.8173,171218.0,<1H OCEAN
-118.31,33.91,36.0,961.0,173.0,625.0,179.0,4.2596,174755.0,<1H OCEAN
-118.32,33.91,33.0,1729.0,396.0,1073.0,344.0,4.2083,187170.0,<1H OCEAN
-118.32,33.91,35.0,940.0,197.0,640.0,215.0,4.2,181115.0,<1H OCEAN
-118.32,33.91,35.0,881.0,159.0,605.0,170.0,3.6654,184954.0,<1H OCEAN
-118.32,33.91,34.0,3041.0,677.0,1920.0,640.0,4.5304,193496.0,<1H OCEAN
-118.32,33.91,34.0,1068.0,198.0,757.0,231.0,5.7528,206753.0,<1H OCEAN
-118.32,33.9,35.0,3189.0,680.0,1882.0,651.0,3.6625,195932.0,<1H OCEAN
-118.31,33.92,35.0,1307.0,246.0,672.0,219.0,4.8456,162082.0,<1H OCEAN
-118.31,33.93,35.0,1580.0,266.0,926.0,282.0,5.0653,212071.0,<1H OCEAN
-118.32,33.93,34.0,1536.0,273.0,804.0,287.0,4.9615,178950.0,<1H OCEAN
-118.32,33.92,35.0,1281.0,219.0,710.0,184.0,4.8304,162698.0,<1H OCEAN
-118.29,33.93,31.0,3894.0,1017.0,3590.0,962.0,2.0437,131819.0,<1H OCEAN
-118.29,33.92,34.0,1799.0,362.0,1293.0,355.0,3.692,148430.0,<1H OCEAN
-118.29,33.92,34.0,1374.0,240.0,906.0,248.0,5.3292,206792.0,<1H OCEAN
-118.3,33.92,34.0,2053.0,382.0,1258.0,380.0,3.0139,150625.0,<1H OCEAN
-118.3,33.93,29.0,2228.0,396.0,1140.0,352.0,3.7969,173760.0,<1H OCEAN
-118.3,33.91,30.0,1842.0,476.0,1491.0,420.0,3.0147,157172.0,<1H OCEAN
-118.3,33.91,34.0,1617.0,493.0,1530.0,500.0,2.6182,169781.0,<1H OCEAN
-118.31,33.9,28.0,1576.0,400.0,891.0,378.0,2.6312,181338.0,<1H OCEAN
-118.29,33.91,28.0,1501.0,446.0,1028.0,418.0,2.3043,166797.0,<1H OCEAN
-118.29,33.9,27.0,1013.0,394.0,1067.0,400.0,1.7714,145046.0,<1H OCEAN
-118.3,33.9,29.0,2617.0,668.0,1868.0,647.0,3.6,207554.0,<1H OCEAN
-118.3,33.9,27.0,3267.0,762.0,2099.0,647.0,3.4,220168.0,<1H OCEAN
-118.3,33.9,13.0,2455.0,661.0,1975.0,618.0,2.9559,182425.0,<1H OCEAN
-118.3,33.9,19.0,2421.0,689.0,1726.0,660.0,3.287,188353.0,<1H OCEAN
-118.3,33.89,30.0,2756.0,858.0,1806.0,787.0,3.0329,209932.0,<1H OCEAN
-118.3,33.89,37.0,2132.0,565.0,1369.0,565.0,3.285,211991.0,<1H OCEAN
-118.31,33.9,38.0,1400.0,399.0,1131.0,405.0,3.5417,192356.0,<1H OCEAN
-118.29,33.89,33.0,2138.0,567.0,1072.0,528.0,2.7428,205795.01,<1H OCEAN
-118.29,33.89,32.0,2355.0,583.0,1605.0,571.0,4.2171,217736.0,<1H OCEAN
-118.29,33.88,36.0,1751.0,438.0,1175.0,419.0,3.0739,202494.0,<1H OCEAN
-118.29,33.88,21.0,4946.0,1231.0,3186.0,1167.0,3.3281,227090.0,<1H OCEAN
-118.3,33.87,27.0,3144.0,722.0,1510.0,680.0,3.1597,215886.0,<1H OCEAN
-118.3,33.87,31.0,1398.0,261.0,823.0,263.0,5.0641,229545.0,<1H OCEAN
-118.3,33.88,26.0,1221.0,312.0,807.0,330.0,4.0536,204354.0,<1H OCEAN
-118.3,33.88,29.0,850.0,229.0,563.0,204.0,3.7375,218007.0,<1H OCEAN
-118.3,33.88,30.0,1348.0,333.0,885.0,322.0,3.2574,188958.0,<1H OCEAN
-118.3,33.88,35.0,3227.0,749.0,1881.0,696.0,2.8445,226135.0,<1H OCEAN
-118.31,33.88,32.0,2421.0,671.0,1491.0,587.0,3.5644,241446.0,<1H OCEAN
-118.31,33.88,35.0,1939.0,412.0,1036.0,400.0,3.5556,234159.0,<1H OCEAN
-118.31,33.88,21.0,1490.0,430.0,686.0,400.0,2.3812,248370.06,<1H OCEAN
-118.31,33.9,30.0,2407.0,581.0,1724.0,531.0,3.4792,198778.0,<1H OCEAN
-118.31,33.89,37.0,2278.0,508.0,1257.0,498.0,3.7639,219765.0,<1H OCEAN
-118.31,33.89,35.0,2144.0,423.0,1192.0,417.0,4.1458,232496.0,<1H OCEAN
-118.32,33.9,36.0,1520.0,300.0,831.0,291.0,4.0473,209349.0,<1H OCEAN
-118.32,33.9,36.0,1741.0,412.0,1245.0,423.0,4.1344,212028.0,<1H OCEAN
-118.32,33.9,37.0,1664.0,401.0,1316.0,409.0,3.0526,205361.0,<1H OCEAN
-118.32,33.89,45.0,1928.0,453.0,1323.0,458.0,4.2813,223301.0,<1H OCEAN
-118.32,33.89,44.0,1300.0,252.0,695.0,249.0,5.1669,225455.0,<1H OCEAN
-118.32,33.89,34.0,2675.0,560.0,1270.0,492.0,4.5053,240283.0,<1H OCEAN
-118.33,33.9,21.0,6603.0,1984.0,5546.0,1745.0,2.6091,172795.0,<1H OCEAN
-118.34,33.9,23.0,2395.0,498.0,1309.0,493.0,4.9779,233165.0,<1H OCEAN
-118.34,33.9,37.0,542.0,105.0,355.0,118.0,5.5133,239604.0,<1H OCEAN
-118.34,33.9,36.0,1158.0,219.0,628.0,253.0,4.7426,237806.0,<1H OCEAN
-118.34,33.9,36.0,1342.0,259.0,706.0,261.0,4.1776,232636.0,<1H OCEAN
-118.33,33.89,39.0,1880.0,361.0,982.0,357.0,4.1953,229690.0,<1H OCEAN
-118.33,33.89,42.0,1816.0,338.0,897.0,306.0,5.1874,243684.02,<1H OCEAN
-118.34,33.89,36.0,2392.0,444.0,1346.0,445.0,6.0088,283051.01,<1H OCEAN
-118.34,33.89,36.0,2274.0,411.0,1232.0,423.0,5.373,251057.0,<1H OCEAN
-118.35,33.9,13.0,2887.0,853.0,2197.0,800.0,2.8777,222714.0,<1H OCEAN
-118.35,33.9,31.0,1547.0,,956.0,287.0,3.4698,226743.0,<1H OCEAN
-118.35,33.9,31.0,981.0,222.0,734.0,239.0,4.875,229167.0,<1H OCEAN
-118.35,33.89,29.0,2940.0,708.0,2175.0,684.0,3.6486,231061.0,<1H OCEAN
-118.35,33.89,34.0,1740.0,387.0,1249.0,375.0,4.1552,233839.0,<1H OCEAN
-118.36,33.9,41.0,1355.0,349.0,655.0,329.0,2.9551,224117.02,<1H OCEAN
-118.35,33.9,22.0,1127.0,287.0,697.0,241.0,3.3971,221696.0,<1H OCEAN
-118.35,33.89,30.0,1143.0,299.0,776.0,273.0,4.2829,234295.0,<1H OCEAN
-118.36,33.89,37.0,1719.0,426.0,1266.0,424.0,3.375,224161.0,<1H OCEAN
-118.36,33.89,34.0,760.0,174.0,723.0,198.0,5.3169,256011.0,<1H OCEAN
-118.36,33.9,18.0,3380.0,922.0,2276.0,854.0,4.0727,227910.0,<1H OCEAN
-118.36,33.89,27.0,2837.0,684.0,2141.0,648.0,3.1325,222122.0,<1H OCEAN
-118.36,33.88,33.0,2408.0,534.0,1644.0,523.0,4.2454,255838.0,<1H OCEAN
-118.36,33.88,28.0,1313.0,319.0,827.0,308.0,2.65,248465.0,<1H OCEAN
-118.36,33.88,25.0,2845.0,710.0,1611.0,628.0,3.2049,267727.0,<1H OCEAN
-118.36,33.88,22.0,1388.0,336.0,930.0,287.0,2.7981,253697.0,<1H OCEAN
